AAPL.O,ABT.N,ACN.N,ADBE.O,AIG.N,AMGN.O,AMT.N,AMZN.O,AVGO.O,AXP.N,BA.N,BAC.N,BK.N,BKNG.O,BLK.N,BMY.N,BRK_B.N,C.N,CAT.N,CHTR.O,CL.N,CMCSA.O,COF.N,COP.N,COST.O,CRM.N,CSCO.O,CVS.N,CVX.N,DHR.N,DIS.N,DUK.N,EMR.N,EXC.O,F.N,FDX.N,GD.N,GE.N,GILD.O,GM.N,GOOGL.O,GS.N,HD.N,HON.O,IBM.N,INTC.O,JNJ.N,JPM.N,KO.N,LLY.N,LMT.N,LOW.N,MA.N,MCD.N,MDLZ.O,MDT.N,MET.N,META.O,MMM.N,MO.N,MRK.N,MS.N,MSFT.O,NEE.N,NFLX.O,NKE.N,NVDA.O,ORCL.N,PEP.O,PFE.N,PG.N,PM.N,QCOM.O,RTX.N,SBUX.O,SCHW.N,SO.N,SPG.N,T.N,TGT.N,TMO.N,TMUS.O,TSLA.O,TXN.O,UNH.N,UNP.N,UPS.N,USB.N,V.N,VZ.N,WBA.O,WFC.N,WMT.N,XOM.N
12992.0847,9918.1779,199.1962,80817.5926,100.0336,9987.1560,153.2537,19222.3200,272.2208,2698.7720,5998.6113,807.4384,5070.2614,347.5424,746.2711,3189.4163,9797.5000,138.0135,3158.7091,274.0900,2865.0846,2874.6176,360.7334,685.9445,1623.4071,512.3600,15463.0306,2244.4766,87139.1299,4601.9328,7399.6304,827.8988,2759.3841,922.9714,396.0836,2186.1976,5590.9573,2161.7252,2340.8059,45.0581,2169.8176,288.3279,12616.7953,1436.7249,1538.4936,8042.2831,14395.2041,3679.7001,5697.3305,4415.1607,1125.8153,12285.4394,2037.0848,12576.4965,60.6122,17712.8860,76.2886,186.9000,4987.9782,14241.6749,6632.7240,319.4615,42842.1927,4614.4237,4826.1487,7585.8305,3207.8668,16948.7051,4383.9801,5333.0097,6854.2842,125.9813,2488.9233,5612.6031,4181.9168,3600.7994,1126.6958,505.4960,1863.5780,7157.6538,2551.7984,57.0200,279.0700,9376.7919,8959.7560,2927.6727,179.7711,5239.1016,571.7165,2011.9616,14950.1918,5001.7169,33604.9271,6105.2162
12977.6000,10025.6355,199.5553,81228.4565,99.2391,9877.2606,151.7641,19236.8400,275.5817,2700.8901,5995.1044,801.3375,5051.7278,348.0474,743.7545,3200.9589,9741.5000,136.1862,3157.9081,268.4300,2854.5780,2852.0751,359.4514,679.2954,1629.5520,514.9600,15424.0898,2229.0730,85724.0500,4600.5835,7343.5344,837.5191,2768.4548,928.2389,402.3157,2197.2827,5677.1771,2225.7537,2318.8298,45.7009,2168.7986,286.2547,12649.2379,1434.4462,1532.1129,7975.2762,14255.2750,3638.4838,5686.5808,4416.7627,1129.3798,12518.9783,2025.6850,12636.4142,60.7812,18072.2959,75.5801,185.9300,5006.5573,14244.2235,6628.2401,317.4043,42690.2084,4640.9103,4890.1296,7675.1506,3209.8106,16789.6980,4372.1964,5321.1487,6816.3999,125.8426,2499.9250,5604.6844,4195.7377,3552.5280,1133.3550,503.9724,1889.5171,7134.5224,2545.3164,56.9800,277.8500,9349.7767,8903.6337,2955.8799,180.3169,5211.3325,571.7599,2014.0319,14833.2290,4867.2813,33540.1543,5965.4986
13007.2592,10003.1817,200.0683,80701.6229,98.4815,9892.8014,152.6937,19321.8000,282.9372,2676.7963,6013.3068,800.0112,5030.5466,351.7707,742.0767,3205.8190,9707.5000,134.4767,3120.8623,270.2000,2912.1355,2862.8955,357.4907,649.7220,1625.2096,511.8400,15314.3476,2260.2225,82731.3930,4593.3874,7350.0070,838.2931,2739.7309,931.4453,398.5072,2195.1879,5660.5859,2230.3272,2313.6791,45.5938,2166.0613,284.9331,12628.9613,1430.4585,1527.5401,8075.7865,14269.3711,3619.8384,5697.3305,4419.9668,1110.1732,12544.9270,2017.8740,12700.2227,60.8120,17928.9475,75.0605,184.9200,4997.0167,14177.9595,6623.7563,311.5852,42711.9205,4676.0338,4918.1300,7682.5940,3230.4154,16984.8430,4377.8700,5290.0135,6866.2963,123.8842,2537.1616,5588.4070,4213.1957,3501.2015,1140.2704,506.2260,1873.9536,7161.6766,2517.9740,56.5900,278.8500,9418.1588,8985.0660,2943.7041,180.0986,5197.9622,569.1155,2009.0631,14861.3000,4887.7582,33382.2706,5849.5626
13007.2592,10003.1817,200.0683,80701.6229,98.4815,9892.8014,152.6937,19321.8000,282.9372,2676.7963,6013.3068,800.0112,5030.5466,351.7707,742.0767,3205.8190,9707.5000,134.4767,3120.8623,270.2000,2912.1355,2862.8955,357.4907,649.7220,1625.2096,511.8400,15314.3476,2260.2225,82731.3930,4593.3874,7350.0070,838.2931,2739.7309,931.4453,398.5072,2195.1879,5660.5859,2230.3272,2313.6791,45.5938,2166.0613,284.9331,12628.9613,1430.4585,1527.5401,8075.7865,14269.3711,3619.8384,5697.3305,4419.9668,1110.1732,12544.9270,2017.8740,12700.2227,60.8120,17928.9475,75.0605,184.9200,4997.0167,14177.9595,6623.7563,311.5852,42711.9205,4676.0338,4918.1300,7682.5940,3230.4154,16984.8430,4377.8700,5290.0135,6866.2963,123.8842,2537.1616,5588.4070,4213.1957,3501.2015,1140.2704,506.2260,1873.9536,7161.6766,2517.9740,56.5900,278.8500,9418.1588,8985.0660,2943.7041,180.0986,5197.9622,569.1155,2009.0631,14861.3000,4887.7582,33382.2706,5849.5626
12960.3563,9831.5702,196.9260,80247.6846,96.4121,9848.3992,152.2905,19354.4400,282.5525,2587.3050,5886.2240,768.1806,4870.8047,346.0057,720.9672,3175.4436,9493.5000,129.1126,3076.2070,266.3600,2903.4562,2841.2547,345.6133,652.1038,1611.9366,507.5200,15211.6855,2218.1193,82189.7356,4522.3255,7169.4932,847.0288,2674.7242,932.3614,396.0836,2161.2345,5488.9623,2161.7252,2311.9622,44.4986,2134.0723,275.2579,12503.9221,1407.1017,1501.8046,8058.3064,14026.2033,3465.1137,5734.9544,4402.3446,1097.7149,12426.8602,2000.5631,12498.6812,60.4279,17739.8937,71.1083,185.7400,4914.4151,14203.4456,6546.4100,293.6577,42559.9362,4713.7484,4896.2897,7541.1705,3221.4737,16717.4221,4412.3483,5292.9788,6842.2721,122.2343,2489.7019,5503.9408,4163.0040,3369.2190,1134.6357,507.0512,1863.5780,7210.9565,2462.8178,56.6200,283.7600,9365.8170,8883.0922,2923.2082,177.5100,5025.1767,562.2226,1995.8129,14667.1417,4714.1493,33357.9808,5828.0104
12932.7664,9955.0663,200.1196,81973.9756,98.0565,10003.8068,154.3738,19498.6800,282.2243,2620.9304,5981.5779,782.2391,4889.3383,349.6674,734.7606,3221.0067,9705.0000,131.0185,3113.0526,266.9400,2941.3711,2838.5496,351.4578,675.3258,1635.6969,517.2000,15169.2047,2258.8533,84742.2960,4553.8086,7190.3494,851.2308,2707.9835,944.0417,399.8921,2208.9787,5549.6153,2160.2007,2324.3238,45.0343,2152.8541,278.8229,12715.9808,1428.3697,1516.6929,8110.7466,14210.6349,3544.2751,5795.4213,4478.1734,1111.0038,12639.6400,2024.1017,12592.0595,60.9656,17843.7694,72.8245,187.6700,4988.2293,14422.6267,6694.3768,299.5944,42968.1225,4758.0847,4949.6305,7680.4673,3278.4932,17002.9120,4444.2080,5344.8707,6919.8887,123.8534,2496.5429,5551.8930,4181.1894,3422.3786,1145.9052,512.8914,1877.4122,7388.9676,2486.1531,56.3300,291.7200,9442.6413,8984.6992,2980.7261,181.9699,5125.9683,566.3410,2012.3756,14863.6393,4828.1080,34054.2882,6056.9096
12889.3123,9868.4587,199.7477,82596.8983,97.5392,9969.3951,154.9786,19555.4400,285.2457,2602.6615,5880.8802,773.4499,4831.9724,351.4874,734.6781,3196.7064,9576.5000,131.0382,3041.9647,261.0400,2881.9864,2811.4986,354.4365,668.7760,1624.2264,517.3200,15119.6437,2169.8547,84160.0143,4465.2061,7153.6712,853.2212,2677.3698,947.9351,399.8921,2174.4143,5486.2425,2146.4803,2314.3659,50.8317,2197.8704,274.8321,12679.2785,1404.3483,1502.7617,8040.8264,14052.0472,3500.4419,5777.9531,4541.1861,1095.3333,12326.9575,2006.7908,12451.2139,60.3357,17933.1025,72.4152,191.7800,4951.8243,14205.9942,6673.0786,294.7158,42920.3560,4773.6312,4922.4701,7634.7439,3268.1260,16883.6567,4415.4690,5327.0792,6760.9595,122.6506,2484.9987,5491.1829,4122.2686,3398.5485,1150.0032,508.5430,1863.0016,7330.6363,2454.5680,55.7000,284.7300,9447.7067,8858.8826,2911.7863,181.0811,5141.3955,566.6878,1973.8672,14594.6247,4806.7408,33414.6570,6037.5869
13121.7573,10009.5970,203.7878,83269.5223,98.4630,10188.6308,155.1466,19698.4800,290.0777,2601.3376,5957.0297,783.0382,4884.9255,354.8240,741.3203,3227.6893,9611.5000,132.1975,3074.2046,261.8700,2863.7141,2818.7122,357.3399,677.7076,1615.1319,522.0800,15455.9504,2193.1312,83855.3321,4524.1245,7145.7603,841.2788,2697.4010,938.7741,405.4317,2213.5175,5534.1121,2149.5293,2345.2699,51.4270,2267.8027,277.8374,12733.6523,1425.0466,1509.5678,8314.6806,14244.7019,3545.9107,5794.0776,4531.0400,1102.6114,12433.3474,2062.2066,12463.7427,60.7812,18246.8071,73.4701,193.9900,5011.0765,14200.8970,6788.5375,301.0051,43767.1255,4695.0351,5039.0917,7758.4352,3338.4933,17111.3259,4415.4690,5374.5233,6786.8317,120.5535,2505.9493,5534.7358,4139.7266,3466.3728,1132.0744,510.3840,1871.6479,7321.5848,2496.5244,56.8700,291.8200,9691.6873,8926.3761,2996.6352,182.8432,5220.5889,567.2514,1979.6642,14704.5698,4869.0619,33596.8305,6081.4345
13231.4271,10107.4316,204.4803,83942.1463,99.3684,10292.4208,156.8714,19983.2400,292.3749,2633.1097,6023.9945,783.0382,4921.9927,354.3007,743.5344,3125.6279,9565.0000,132.3154,3053.7793,267.9800,2864.6277,2821.4173,359.8662,673.8373,1627.3398,530.6000,15427.6299,2194.1581,82778.7880,4581.6936,7209.0480,833.4277,2702.6922,928.4680,406.4704,2198.5046,5510.4493,2090.0742,2410.8550,52.1174,2303.8478,279.7111,13006.2007,1425.5213,1521.1594,8278.2638,14325.7579,3547.5463,5843.7949,4542.7881,1107.9742,12661.6964,2087.1173,12546.7508,61.1193,18182.4042,72.9505,193.2800,5047.9836,14277.3555,6952.1977,303.0035,44149.2574,4671.8455,5065.4121,7872.5299,3432.1868,17100.4845,4409.7432,5404.1758,6854.2842,120.9082,2510.2249,5555.8524,4151.3653,3474.3162,1125.1590,516.1607,1868.1894,7678.6127,2524.1025,57.1200,296.7400,9771.0443,8973.3280,2915.8656,182.4066,5236.0161,576.8753,1980.0783,14807.4971,4881.5261,34580.5670,6017.5211
13333.5098,10109.0354,205.1088,83730.0875,99.4793,10086.5058,155.5834,20356.2000,293.3820,2629.4030,6013.4738,775.5807,4906.1067,356.8324,734.8844,3154.1808,9538.5000,131.1757,3063.9919,265.9500,2845.4419,2802.4816,355.7563,670.4631,1620.9491,536.4800,15459.4905,2167.8008,83097.0117,4591.5883,7187.4726,826.5719,2746.5340,925.9487,409.5864,2199.5521,5469.6513,2103.7946,2405.7043,51.6769,2299.8117,277.8252,13045.6217,1422.9577,1528.1781,8234.5637,14270.5458,3527.5923,5792.7339,4529.4380,1114.4165,12650.0195,2104.3226,12488.8018,60.3203,18003.7380,73.0607,192.9400,5051.4985,14356.3627,6881.5772,298.4776,44375.0626,4617.6397,5121.2729,7895.9886,3435.0377,17031.8224,4413.7072,5402.6932,6834.8800,119.5204,2521.7692,5540.8948,4050.2544,3440.0985,1121.0610,517.1446,1883.7528,7894.8408,2531.1738,57.1600,291.1300,9933.1353,8965.9918,2905.2595,182.1571,5267.8992,578.9995,1986.2893,14711.5876,4852.1462,34256.7031,5995.9689
13379.7228,10190.8315,208.6872,84144.2648,99.6640,10187.5207,155.7290,20349.0000,298.2027,2673.3543,6204.8496,800.0839,4992.5968,358.9641,763.0354,3214.9316,9699.5000,134.0641,3134.0787,275.0900,2858.2325,2909.7839,363.7122,673.6388,1619.4743,542.2000,15668.3547,2227.7038,83537.1084,4623.5212,7329.1509,808.7688,2769.9666,909.4589,414.4336,2239.2662,5480.8027,2079.4028,2471.2895,52.2960,2291.6796,282.5582,13157.7675,1433.6867,1538.9190,8307.3973,14424.4347,3610.0250,5839.7638,4588.7126,1114.0334,12778.4658,2144.9609,12715.8994,60.6737,18124.2338,74.2417,191.3400,5118.2828,14351.2654,6942.1091,305.1196,44505.3348,4525.7507,5144.3732,7970.6299,3436.0745,17255.8777,4441.0149,5393.7974,6869.9923,118.5026,2558.5396,5579.1686,4158.6395,3540.9184,1098.5220,524.5719,1924.1025,7834.4981,2572.4231,57.6000,319.5000,9971.1253,9120.7866,2903.6278,182.4846,5324.4658,590.7911,2004.5083,14772.4083,4948.2988,34232.4133,6098.5276
13343.8560,10133.0931,205.9938,82010.4233,99.5347,10173.6451,154.7658,20271.6000,299.5153,2686.8574,6154.2502,801.4156,5087.9125,355.3307,759.2745,3196.7064,9778.5000,134.4964,3129.6732,278.1900,2866.9118,2885.4380,364.8434,689.5171,1659.7031,531.6400,15452.4104,2225.6499,85961.0251,4610.0284,7369.4249,812.5284,2772.9902,919.3070,416.5110,2245.3761,5517.2489,2100.7456,2468.8858,52.8484,2266.6438,284.0426,13333.1229,1444.0358,1545.8314,8139.8801,14487.8698,3624.4179,5837.0763,4586.0426,1121.1374,12879.6660,2106.2226,13271.8969,60.4125,17997.5054,74.1472,188.1800,5148.6621,14448.1129,6948.8349,306.4715,43806.2072,4532.9974,5059.6720,7971.6962,3406.9167,17230.5812,4455.5496,5410.1063,7000.2773,119.3353,2592.7447,5612.6031,4156.4572,3503.6456,1105.9496,523.0483,1948.8887,7879.7551,2551.0913,57.8200,316.0900,9897.6779,9132.8914,2900.3643,181.1902,5330.6367,580.2134,2029.3525,14877.6748,4952.7503,34390.2970,6159.4683
13222.4604,10147.5277,207.9946,83236.3881,101.8443,10229.1478,155.2138,20207.8800,291.9222,2674.1486,6170.4487,799.2849,5079.9695,356.0907,759.6478,3229.5118,9800.5000,134.5357,3110.2492,277.2600,2893.4065,2892.6516,365.6352,689.0209,1669.4531,534.1200,15392.2292,2260.2225,85608.9478,4632.5164,7478.0209,808.5476,2764.6754,916.1006,418.9346,2270.6884,5509.9053,2123.6129,2469.2292,53.1366,2263.2271,283.9696,13479.9320,1441.8520,1554.1263,8018.9763,14573.6246,3634.5585,5905.6055,4596.7227,1122.3910,13002.9226,2111.5003,13227.2605,61.1193,18111.7687,74.6511,189.1000,5186.8245,14708.0719,7014.9715,305.1196,44131.8877,4545.1720,5048.0519,7986.6245,3398.8822,17411.2710,4514.1289,5436.7936,7131.4863,122.4656,2576.4973,5613.9229,4117.1767,3527.4758,1108.5109,524.9210,1950.0416,7846.5666,2557.6912,57.8000,317.6600,9771.0443,9195.2494,2947.6839,181.8296,5353.2634,584.1150,2036.3916,14830.8897,4957.2018,34151.4474,6212.9772
13190.0423,10125.0739,208.7385,83166.8063,101.8628,10246.3536,156.4010,20269.4400,295.1586,2679.4440,6194.4959,800.6166,5092.3252,354.0490,759.1639,3227.0817,9766.5000,133.8283,3129.8735,283.0600,2912.1355,2885.4380,362.9581,699.5403,1675.5161,535.9200,15466.5707,2291.3720,86367.2681,4643.3106,7504.6305,797.4898,2765.8092,914.4974,416.5110,2286.5740,5485.9705,2131.2354,2466.4822,53.8570,2279.5913,284.8213,13568.9690,1441.9470,1558.8055,7941.7727,14409.1633,3625.3993,5929.7923,4584.9746,1111.9092,13039.2509,2095.1394,13037.7515,61.8107,17989.1954,74.9502,191.5400,5149.9174,14845.6973,6986.9475,304.3554,43880.0281,4504.5901,5060.3720,7953.5691,3377.3703,17414.8848,4545.8410,5381.9364,7163.8265,124.0847,2562.3877,5638.5589,4108.4477,3507.9228,1097.2413,524.0323,1970.2164,7951.1607,2561.4625,57.9900,332.1000,9732.2100,9308.9612,2980.1142,182.2195,5291.5543,580.5168,2041.3605,14985.2807,4942.0667,34127.1576,6175.8183
13262.4658,10091.3931,208.8539,83693.6399,100.8096,10271.8848,158.0811,20385.0000,295.8376,2666.9999,6189.1521,796.3551,5089.6776,355.3340,756.4677,3227.6893,9763.5000,132.8459,3153.7029,290.9800,2911.2219,2919.7026,362.9958,689.0209,1678.6295,545.0400,15555.0724,2271.1762,86042.2737,4639.7125,7503.1921,801.4706,2766.9431,927.3228,419.2808,2317.6470,5398.9347,2131.2354,2461.3315,53.0525,2294.1572,283.0449,13682.4742,1445.6499,1561.8895,7985.4729,14395.0666,3604.4640,5967.4162,4565.2164,1097.4924,13039.2509,2112.4503,13056.5458,62.1179,18009.9705,74.7770,192.4000,5144.8960,14751.3984,6999.2781,301.6516,43992.9307,4562.8541,5093.6925,7921.5799,3402.7699,17508.8435,4601.7776,5381.9364,7137.0303,123.8534,2556.4018,5624.4812,4108.4477,3501.8125,1112.6089,527.3650,1980.0156,7952.1664,2568.6517,58.0900,342.7700,9743.1849,9301.6250,2979.9102,184.5430,5268.9276,584.6352,2021.0711,14901.0674,4930.4927,34046.1916,6125.2821
13153.4857,10044.8816,209.0848,84866.5901,101.6645,10194.7361,152.8393,20458.3200,298.2706,2648.2014,6076.0968,794.7571,5058.7883,351.0607,735.8108,3247.7370,9727.5000,132.2171,3098.0341,285.0200,2880.6159,2914.2924,362.0155,690.9065,1672.3207,546.0000,15579.8529,2341.6904,86035.5030,4615.4256,7645.5895,798.9273,2750.6914,928.0099,416.1648,2294.8660,5434.8370,2117.5150,2447.9398,53.3767,2286.2448,284.5050,13614.5070,1441.5672,1556.3596,8016.0630,14405.6391,3597.2675,5936.5109,4577.4985,1094.6717,12904.3173,2104.8504,13044.7993,61.6724,17833.3818,74.0055,192.4100,5144.1428,14636.7106,7016.0925,303.2974,43793.1800,4555.0276,5319.0957,7902.3864,3400.4372,17443.7952,4636.5728,5370.0754,7065.8818,123.5141,2532.0307,5584.4477,4088.8075,3504.8677,1121.3171,515.7798,1857.2374,7846.5666,2549.7949,58.6800,344.7800,9624.1494,9275.5813,2942.7888,182.9680,5253.5004,582.6411,1962.6874,14950.1918,4910.9061,34042.1433,6057.6528
13160.3831,10097.8085,208.7513,85519.3335,101.8504,10311.8468,154.9562,20686.3200,303.7928,2641.3175,6052.2166,785.7016,5012.8955,353.8440,723.6295,3258.0646,9625.0000,129.9968,3066.5951,295.6100,2892.0361,3049.5473,363.0335,676.1198,1680.5959,553.6400,15820.5778,2365.9939,85656.3428,4616.3251,7821.0691,812.3073,2755.2267,940.6063,411.6638,2299.7539,5326.0423,2079.4028,2462.8240,52.3200,2317.9741,284.2860,13571.0080,1435.5856,1544.1299,8090.3532,14379.7952,3533.8075,5908.0412,4611.1409,1081.5781,12865.3942,2103.7949,13081.6048,62.0718,17985.0403,73.6433,196.8100,5112.5082,14628.9703,6953.9631,301.5929,44040.6972,4603.7259,5500.2583,7965.2984,3458.8823,16587.3254,4630.4065,5361.1796,7021.5295,124.6706,2542.2922,5584.4477,4147.7282,3459.0404,1132.3305,520.6996,1874.5301,7766.1096,2554.1589,59.5300,357.7200,9684.9335,9365.8171,2956.2504,182.7497,5238.0731,585.2421,1980.0783,15174.7605,4873.5134,33920.6943,6085.8936
13025.1926,10089.7893,209.6748,83438.5067,102.6124,10268.5547,155.1914,20591.6400,305.7958,2608.4863,5976.4010,779.8421,5024.3687,356.9090,725.2334,3329.1431,9588.0000,130.3505,3004.1178,297.2000,2956.9025,3054.9575,366.7287,648.6304,1698.6210,553.6400,15664.8146,2399.1972,83983.9757,4601.4830,7828.2609,821.5958,2731.7941,950.2254,411.3176,2309.1805,5325.4984,2045.5664,2430.9786,52.7283,2316.2957,282.1810,13630.1395,1426.3758,1546.1504,8027.7163,14403.2896,3529.5550,5981.2477,4639.4432,1080.0110,12867.9891,2106.1170,13035.4022,62.7172,18028.6681,72.9190,195.8500,5146.1514,14910.1974,7007.0555,300.7112,43480.5266,4624.5966,5487.7981,8086.8572,3437.4999,16724.6497,4739.6371,5390.8322,7149.9664,126.2589,2559.3947,5583.1279,4154.2750,3427.2669,1137.9653,522.0644,1910.8448,7769.1268,2545.3129,60.0100,358.1700,9783.7077,9422.8741,2998.6749,182.0947,5284.3549,585.6756,1990.0159,15392.3114,4894.8807,33884.2597,5994.4826
12807.9221,9998.3701,209.4567,83411.9993,103.1514,10334.0479,156.6443,20817.3600,297.2612,2571.9485,5696.5182,779.3094,5060.5534,356.5440,728.1232,3258.6722,9517.5000,131.2150,2869.5513,292.9900,2923.5557,2958.4756,363.2597,657.5620,1700.3415,558.0800,15512.5916,2422.4738,84999.5833,4498.9380,7630.4868,836.7450,2666.7873,952.9737,411.6638,2255.3264,5186.5132,1991.7357,2455.5549,50.7469,2355.0981,277.8009,13539.7431,1398.3667,1530.3050,7710.1620,14398.5907,3518.1060,5910.7525,4636.2391,1053.4757,12735.6504,2107.8059,12918.7210,61.9797,17993.3504,72.0058,197.4900,5006.0551,14652.1909,6894.0931,293.4226,43797.5224,4724.8918,5669.8007,7918.3810,3371.5387,16721.0359,4666.9635,5370.0754,7052.9457,124.6552,2509.7974,5501.3013,4177.5523,3377.1624,1154.1012,524.9528,1867.0366,7700.7383,2476.0775,60.5400,352.5500,9595.4458,9313.9136,2912.8061,179.0538,5312.1240,585.7190,2008.2349,15113.9398,4903.7837,33847.8250,5997.4553
12863.7917,9966.2932,207.4816,83246.3284,102.6124,10351.8087,158.2887,21000.9600,297.5687,2552.8852,5722.7363,778.7767,5063.2010,357.6290,728.0817,3295.7301,9475.0000,132.3940,2866.1471,290.3400,2918.9876,3010.7742,360.8466,669.5699,1704.0285,555.7600,15484.2710,2450.8849,84830.3153,4458.9095,7706.0005,842.4951,2660.3623,957.3251,410.9714,2194.5769,5205.8242,1980.9696,2473.5545,50.3747,2365.8477,277.1925,13530.9074,1391.3407,1516.7992,7787.3656,14336.3304,3517.7789,5864.6595,4607.4028,1054.6596,12771.9787,2127.3334,12729.9951,62.6250,17893.6297,72.1002,202.0000,4973.1652,14641.8706,6922.3337,293.2463,44236.1055,4716.1957,5834.7231,7967.4310,3399.2709,15474.2761,4660.3569,5405.6584,7008.5934,126.0584,2513.6455,5514.9391,3798.5683,3393.6602,1153.8451,533.4909,1844.5560,7582.0643,2462.7494,60.3400,362.2200,9644.4108,9306.1833,2924.0241,177.2293,5273.0416,587.4097,1991.2581,15906.9479,4850.3656,33847.8250,5978.8758
12792.0579,9903.7433,205.2499,82447.7945,100.8282,10322.9473,159.5726,20762.6400,295.7803,2558.4453,5638.7381,780.1084,5043.7849,353.7490,725.8694,3276.8974,9443.0000,132.8852,2794.0579,291.8600,2900.2586,2956.6722,359.1875,646.1494,1720.2511,551.5200,15278.9469,2433.0852,83002.2217,4403.5891,7615.3840,850.4567,2615.3867,948.8512,405.4317,2153.4662,5125.0442,1962.5134,2475.6314,49.3780,2336.6160,276.1705,13614.5070,1366.9395,1502.1236,7602.3683,14267.0217,3516.7976,5841.6130,4596.1887,1046.0235,12852.4198,2119.3113,12571.0267,62.5942,17928.9475,71.8955,201.5000,4908.8916,14626.3902,6911.0374,292.6585,43919.1098,4735.6170,5816.2428,7884.2592,3331.8842,15575.4624,4723.3406,5381.9364,7063.1098,124.2757,2511.9352,5432.2326,3682.1817,3379.6065,1159.9921,537.9345,1821.4991,7657.4927,2436.0932,60.0000,347.5100,9464.5911,9272.3172,2918.7211,176.8706,5244.2440,583.2046,2013.6178,15857.8235,4840.5722,34090.7229,5922.3942
12754.8116,9934.2163,204.7369,80724.8168,101.2185,10276.3251,160.8566,20588.0400,295.8486,2574.3314,5659.6124,772.1182,5008.4828,350.4757,722.7723,3349.7983,9445.5000,132.0403,2802.2680,299.3000,2952.3344,3048.6456,358.2448,672.6464,1729.5914,540.0400,15293.1072,2470.7384,84701.6717,4466.1056,7647.7471,856.2068,2640.7091,950.4544,403.3544,2115.8350,5150.8829,2007.1159,2460.0548,49.5341,2336.3163,275.0024,13417.4022,1367.2244,1502.4426,7647.5251,14430.3083,3459.2256,5863.3038,4588.1786,1042.5411,12743.4350,2126.7000,12885.8310,63.4546,18034.9007,71.9743,201.7400,4933.4963,14711.5324,6943.7965,287.3684,43602.1140,4762.5750,5755.3419,7829.8777,3252.0569,15936.8421,4773.1110,5413.0716,7154.5865,125.4016,2501.2461,5493.3826,3727.2815,3354.5543,1173.3106,548.6310,1826.6869,7647.4356,2462.1597,60.7900,333.6300,9487.3852,9363.6085,2936.0580,177.3072,5220.5889,586.6727,2060.4076,15815.7169,4802.2892,34337.6691,6047.9915
12565.1310,9746.5664,200.2863,79416.0165,100.7724,10287.9806,160.1020,19957.8000,287.5442,2609.0159,5530.8596,758.5349,4913.1672,341.7540,712.2640,3321.2455,9336.5000,129.1912,2734.9848,295.5300,2974.2611,2986.4283,356.2464,656.3711,1734.9170,532.7600,14970.9607,2445.0658,83015.7631,4446.3162,7511.8223,874.4522,2613.4970,958.4703,398.1610,2052.4746,5143.2673,1960.9753,2462.4778,48.7655,2276.3544,269.5515,13347.3960,1367.6041,1475.9627,7386.7809,14400.9402,3427.8227,5908.0412,4580.1685,1040.4169,12565.6860,2058.0900,12514.6439,63.6851,18020.3581,71.1712,196.3500,4915.9215,14724.4327,6899.7412,281.7257,42724.9477,4823.4478,5382.7966,7714.7167,3098.7521,16001.8904,4800.4186,5393.7974,7187.8507,125.0576,2439.2494,5481.9444,3685.0914,3263.5109,1193.5445,544.2191,1827.8397,7727.8926,2417.1036,59.7300,333.0100,9302.5002,9228.8803,2880.5799,171.8492,5202.0761,567.5982,2053.7825,15729.1644,4804.0698,35005.6384,5926.1101
12721.0139,9752.9818,201.1841,80267.5651,99.6944,10245.2435,161.2508,20293.0800,286.5418,2600.2786,5532.5295,760.1330,4869.9221,340.0640,706.3324,3335.8256,9322.0000,130.2915,2714.1590,299.3000,2975.6315,2955.7705,353.4562,668.2798,1721.3162,541.9200,15063.0026,2389.6128,84065.2243,4458.0099,7498.1579,871.2454,2605.9380,962.5927,398.8534,2072.7779,5135.1077,2113.2393,2431.6709,49.2459,2263.0473,269.6002,13346.0366,1367.3193,1479.0467,7235.2871,14372.7468,3430.1125,5874.1492,4544.9241,1041.4964,12602.0143,2073.7120,12600.7844,63.2703,18045.2883,70.8563,199.0000,4935.5049,14474.1664,6859.0748,280.9028,43024.5738,4834.1730,5591.5396,7737.1091,3135.9444,16048.8698,4759.0167,5393.7974,7207.2549,124.7448,2413.5956,5527.2570,3664.7237,3242.7358,1180.4821,547.2027,1822.6519,7676.6013,2419.8164,59.7000,342.0000,9413.9377,9194.2780,2881.1918,170.8668,5162.9937,574.6211,2041.3605,15572.4342,4756.8838,34807.2717,5992.9962
12702.3908,9701.6588,199.2346,78753.3328,98.2819,10186.4107,161.4535,19926.1200,281.4953,2567.1827,5507.8143,752.1428,4783.4320,333.5840,696.2113,3309.0953,9245.5000,128.6214,2695.5359,296.0400,2955.9889,2911.5873,348.1396,682.1734,1720.8246,532.8800,14985.1210,2397.8280,85311.0363,4414.3833,7476.5825,879.3176,2590.8202,966.4862,395.3911,2010.6427,5055.9596,2147.0757,2375.9415,48.4773,2231.7177,267.8968,13254.9606,1359.0590,1462.0315,7102.7300,14285.8173,3377.1201,5838.9016,4521.4279,1026.5224,12495.6244,2039.0903,12327.4842,62.9783,17760.6688,69.1243,195.8400,4893.8275,14445.7857,6764.1864,277.3761,42355.8431,4872.1461,5465.5378,7608.0862,3054.6916,15701.9453,4768.7065,5368.5927,7178.6106,124.9481,2358.8675,5470.9462,3625.4432,3171.2453,1186.6291,542.5051,1824.3812,7730.9097,2398.8217,59.3400,344.5000,9183.4647,9135.3804,2851.6170,169.0111,5124.9398,567.9883,2041.7745,15499.9172,4743.5293,35175.6669,6072.5164
