AAPL.O,ABT.N,ACN.N,ADBE.O,AIG.N,AMGN.O,AMT.N,AMZN.O,AVGO.O,AXP.N,BA.N,BAC.N,BK.N,BKNG.O,BLK.N,BMY.N,BRK_B.N,C.N,CAT.N,CHTR.O,CL.N,CMCSA.O,COF.N,COP.N,COST.O,CRM.N,CSCO.O,CVS.N,CVX.N,DHR.N,DIS.N,DUK.N,EMR.N,EXC.O,F.N,FDX.N,GD.N,GE.N,GILD.O,GM.N,GOOGL.O,GS.N,HD.N,HON.O,IBM.N,INTC.O,JNJ.N,JPM.N,KO.N,LLY.N,LMT.N,LOW.N,MA.N,MCD.N,MDLZ.O,MDT.N,MET.N,META.O,MMM.N,MO.N,MRK.N,MS.N,MSFT.O,NEE.N,NFLX.O,NKE.N,NVDA.O,ORCL.N,PEP.O,PFE.N,PG.N,PM.N,QCOM.O,RTX.N,SBUX.O,SCHW.N,SO.N,SPG.N,T.N,TGT.N,TMO.N,TMUS.O,TSLA.O,TXN.O,UNH.N,UNP.N,UPS.N,USB.N,V.N,VZ.N,WBA.O,WFC.N,WMT.N,XOM.N
12794.8169,9826.7587,210.9830,79459.0909,98.9324,10175.8652,162.4785,20417.4000,278.9778,2567.4474,5588.4727,763.5954,4792.2575,336.5823,693.7779,3359.5185,9354.5000,131.4115,2723.9711,295.0500,2966.0386,2942.2450,348.5921,678.8985,1710.0096,540.4800,15201.0653,2251.6649,85080.8319,4442.7643,7534.8360,876.1109,2592.3320,968.3184,390.5440,1983.6883,5098.1175,2127.0815,2434.4401,48.6575,2251.3786,271.8389,13267.8744,1358.9641,1489.2559,7174.1069,14331.6315,3432.4023,5893.1287,4565.2164,1028.1243,12455.4038,2080.4674,12241.3437,63.1792,17935.1800,69.1873,196.2300,4920.1897,14781.1941,6811.6306,283.8417,42829.1655,4835.3325,5535.9588,7645.4069,3121.3007,15842.8834,4786.7648,5390.8322,7211.8749,127.7004,2390.0796,5481.5045,3530.8791,3159.6358,1186.8852,543.4256,1855.5081,7603.1843,2425.1241,59.8600,349.9300,9210.4798,9015.0085,2869.9738,165.1125,5134.2523,575.4447,2105.9552,13965.3646,4774.6899,34758.6922,6091.8390
12767.9168,9781.8510,209.8158,80784.4584,98.5421,10245.2435,162.3771,20397.6000,276.4033,2594.7185,5602.8342,750.8111,4759.6031,337.8490,690.0032,3361.9485,9332.5000,131.4901,2716.7622,293.2100,2960.5569,2958.4756,346.5183,690.9065,1712.2217,545.6000,15232.9260,2202.7157,85602.1771,4445.4673,7537.7127,874.4522,2613.1190,975.6472,383.2732,1987.1013,5070.1029,2093.2450,2452.0935,47.3125,2256.1939,268.3713,13260.3980,1367.6991,1485.6401,7241.1138,14254.0997,3408.5230,5946.0001,4556.6723,1028.7859,12399.6140,2074.3453,12270.3182,63.3336,17785.5990,68.6519,194.3200,4939.0198,14652.1909,6856.8155,278.6104,42820.4807,4841.7097,5480.0980,8496.3183,3069.9832,15922.3869,4795.1333,5378.9711,7212.7989,126.2617,2399.4860,5500.4214,3553.4290,3122.3629,1186.1169,540.1881,1850.8967,7655.4813,2443.1701,59.7500,342.9500,9307.5656,9031.2053,2889.7582,165.6583,5175.6408,574.1876,2083.1814,14039.0512,4935.8346,34673.6779,6148.3206
12910.6945,9783.4549,209.3541,80602.2204,99.1740,10284.0954,162.9402,20565.3600,275.7312,2621.1952,5612.3529,753.2081,4773.7239,341.3240,690.6669,3352.8359,9391.5000,131.9617,2729.1776,293.9100,2950.0504,3008.3579,353.6070,680.6848,1704.1104,561.7200,15155.0444,2230.7845,84126.1608,4420.6902,7575.1100,881.9715,2624.4574,982.5179,384.3119,2007.4922,5096.2136,2056.3326,2467.3239,47.4326,2282.0089,271.6443,13186.9934,1374.9150,1487.3416,7312.4907,14282.2931,3437.3090,5931.0877,4584.9746,1041.6357,12308.7933,2086.4840,12284.4139,63.1174,17872.8546,68.6204,197.3600,4908.8916,14414.8249,6829.7045,280.4913,43428.4177,4899.1041,5574.5994,8354.4997,3139.1841,16244.0148,4824.2027,5386.3843,7219.2670,125.4798,2402.0514,5500.4214,3568.7048,3134.5835,1201.2283,538.5693,1856.6609,7620.2814,2424.6523,59.9100,335.0700,9306.7213,9109.9808,2918.1092,165.1125,5215.9947,574.4043,2087.7362,14299.8783,5014.1811,34005.7086,6076.2323
12685.8368,9752.9818,209.4952,80188.0430,99.7502,10307.4066,161.0931,20327.5200,272.5872,2590.4822,5559.7496,739.8912,4694.2943,343.3724,679.2876,3380.7812,9301.0000,129.8003,2679.9166,299.5100,2954.1616,3001.1023,350.4397,690.3110,1696.9823,551.3600,15105.4834,2207.8502,84451.1552,4436.0069,7482.3359,882.5244,2599.1350,980.4567,380.5034,1991.9146,5159.3145,2056.3326,2469.0546,46.7962,2230.3989,268.1401,13159.8065,1376.1493,1484.2576,7206.1537,14415.0369,3389.2233,5963.6239,4619.6850,1042.8197,12333.4446,2071.9176,12253.8732,63.0401,17862.4670,68.3370,192.7300,4916.6747,14567.0487,6857.9451,276.3768,43011.5466,4886.0599,5467.3578,8133.7746,3069.2056,16160.8974,4792.0501,5389.3495,7198.0148,126.8560,2365.7085,5495.5822,3547.6097,3069.8144,1203.7895,543.2352,1885.4821,7706.7726,2428.3087,59.1400,310.8600,9194.4396,9091.5753,2880.5799,164.9254,5170.4673,569.8524,2099.3301,14213.3258,4946.5182,34183.8338,6111.9049
12685.8368,9752.9818,209.4952,80188.0430,99.7502,10307.4066,161.0931,20327.5200,272.5872,2590.4822,5559.7496,739.8912,4694.2943,343.3724,679.2876,3380.7812,9301.0000,129.8003,2679.9166,299.5100,2954.1616,3001.1023,350.4397,690.3110,1696.9823,551.3600,15105.4834,2207.8502,84451.1552,4436.0069,7482.3359,882.5244,2599.1350,980.4567,380.5034,1991.9146,5159.3145,2056.3326,2469.0546,46.7962,2230.3989,268.1401,13159.8065,1376.1493,1484.2576,7206.1537,14415.0369,3389.2233,5963.6239,4619.6850,1042.8197,12333.4446,2071.9176,12253.8732,63.0401,17862.4670,68.3370,192.7300,4916.6747,14567.0487,6857.9451,276.3768,43011.5466,4886.0599,5467.3578,8133.7746,3069.2056,16160.8974,4792.0501,5389.3495,7198.0148,126.8560,2365.7085,5495.5822,3547.6097,3069.8144,1203.7895,543.2352,1885.4821,7706.7726,2428.3087,59.1400,310.8600,9194.4396,9091.5753,2880.5799,164.9254,5170.4673,569.8524,2099.3301,14213.3258,4946.5182,34183.8338,6111.9049
12787.9195,9836.3818,211.3678,80907.0549,100.2148,10398.9860,164.0665,20396.7600,279.5474,2618.1167,5563.9245,743.6199,4695.1768,344.8590,680.2416,3423.6146,9375.0000,130.7827,2719.5657,296.1800,3013.0896,3003.8232,349.3839,684.0589,1713.5327,559.0800,15183.9723,2228.0461,83943.3514,4453.5762,7575.8292,891.3707,2614.6308,982.9760,382.5807,2000.4035,5157.6745,2065.5607,2520.2841,47.3966,2280.3705,268.5781,13213.5006,1375.9594,1504.0378,7392.6076,14684.0487,3411.2589,6054.4543,4622.3550,1041.8795,12393.1268,2099.1505,12319.6532,64.6621,17952.3231,68.5889,198.4500,4954.5861,14868.9164,6963.0001,274.4959,43319.8575,4885.4801,5577.5394,8162.5648,3145.5340,16410.2494,4825.0836,5466.4461,7319.0597,128.2790,2453.3590,5496.9020,3535.9710,3023.3761,1218.1326,547.5201,1879.1415,7698.7269,2445.6470,60.0600,309.1600,9413.9377,9221.1500,2901.3842,165.7519,5166.3284,577.8291,2123.3461,14592.2855,4918.0285,34236.4616,6117.1071
12965.1846,9969.5009,210.9958,82235.7357,101.0512,10601.5709,164.2242,20527.5600,282.1446,2617.8509,5588.3057,746.5497,4695.1768,347.8224,679.8406,3460.9408,9378.0000,131.9224,2711.5558,304.4300,3004.8671,3045.5430,350.2889,691.2042,1717.4654,565.6000,15237.4872,2275.6261,84051.6829,4474.7494,7596.1279,902.5391,2618.4103,986.8694,382.9270,1997.6906,5161.5011,2130.1575,2603.3590,47.0243,2307.9238,269.8557,13218.2583,1383.5551,1515.2040,7482.9212,14772.1529,3422.4412,6051.7430,4666.6775,1041.8795,12473.5679,2108.6622,12484.1032,65.4190,18102.7791,68.8566,203.2300,4957.5989,15039.2007,7026.2591,276.7883,43927.7946,4936.7873,5715.5814,8155.1007,3205.1454,16623.4634,4825.5240,5502.0292,7328.2998,128.6387,2473.0269,5516.6988,3562.8854,3094.8666,1223.2551,549.0754,1883.7528,7722.8640,2443.8778,61.1400,308.9000,9515.2446,9230.7208,2917.9052,165.3464,5195.3004,581.2972,2131.6275,14807.4971,4975.8981,34212.1718,6118.5935
13145.2087,10014.4086,213.0736,82759.2559,103.2629,10776.9594,160.1358,20868.2400,281.8599,2654.7857,5709.8777,773.7163,4775.4890,346.9424,696.9995,3454.2099,9482.0000,135.4592,2822.8935,308.2200,2969.2362,3043.7291,364.0893,704.6015,1728.2805,567.0400,15223.2166,2315.3332,85304.2655,4482.4077,7686.0229,869.5868,2677.3698,958.4703,387.7742,2056.0627,5235.2993,2145.5377,2652.8578,47.7328,2332.3002,277.3993,13327.0058,1399.6959,1535.5159,7554.2981,14807.3947,3528.3442,6019.2067,4692.3098,1067.2657,12579.9578,2123.5641,12524.8241,65.1410,18207.2624,71.5964,204.7400,5034.6769,14969.5389,7005.9258,284.5471,44227.4207,4792.1418,5865.6635,8240.4051,3230.0266,16887.2705,4746.2438,5509.4423,7194.3188,128.5136,2481.5782,5573.0096,3629.8077,3171.2453,1187.6536,546.3775,1881.9968,7820.4181,2498.4876,61.3400,318.5100,9462.9027,9337.8408,2958.4940,169.3386,5315.3273,587.4964,2125.3445,14908.0852,5054.2447,34787.0303,6160.9547
13129.3445,10073.7508,213.4968,82381.5261,103.0771,10861.3235,161.6675,20916.8400,285.4254,2654.7857,5797.3829,767.8568,4768.4286,344.0074,698.1471,3437.6884,9495.0000,134.0641,2828.5005,305.7100,3002.5830,3023.7761,362.0155,711.9453,1734.5073,569.8000,15291.0022,2335.8713,86387.5803,4512.1403,7686.7479,879.3176,2683.0390,965.7991,389.5053,2062.3637,5269.7384,2179.3742,2656.6654,48.1411,2332.0205,276.0123,13430.9956,1405.5826,1538.9190,7597.9983,14963.6329,3506.6374,6096.4803,4701.9219,1075.4492,12845.9326,2129.7996,12578.0746,65.0019,18261.5937,70.7146,203.5400,5058.5285,15160.4637,7037.5553,282.7249,44344.6657,4853.5944,5818.9028,8271.3279,3281.8626,16981.2292,4972.1925,5549.4733,7375.4241,129.2799,2495.6878,5589.7268,3667.6334,3122.9740,1212.4978,548.5675,1902.4851,7874.7266,2525.9694,61.1800,322.4700,9601.3554,9406.6773,2939.3214,169.2138,5313.2578,592.5685,2150.4767,14784.1046,5040.8902,35305.2125,6217.4363
12958.9768,10035.2586,213.3044,82212.5418,101.4043,10720.3467,161.5211,21060.0000,277.3147,2665.1487,5687.8345,763.8617,4711.9453,342.1423,695.3403,3411.3765,9495.5000,133.4353,2738.5892,301.3700,2980.1996,3062.7750,359.4137,695.1738,1728.3624,581.0000,15187.5399,2303.6949,83631.8984,4440.5119,7832.4648,888.8274,2610.4734,972.2118,383.2732,2014.7559,5234.4793,2151.6898,2631.3968,47.1925,2340.6521,274.5644,13386.1373,1372.1616,1541.3649,7458.1578,14829.7144,3499.0729,6072.0781,4675.7556,1067.6139,12794.0351,2154.3189,12421.4556,65.2645,18234.4280,69.4234,202.5400,4963.1224,15142.4033,6992.3703,280.6677,44283.8720,4881.7118,5861.1834,8248.9355,3207.7372,17216.1260,4956.7769,5516.8555,7314.4397,129.5457,2449.9385,5493.8225,3647.2657,3083.8681,1223.5112,543.1717,1865.6061,7802.3153,2473.0109,60.1800,318.9600,9435.0433,9371.7069,2869.7698,167.3737,5303.9454,598.8978,2150.4767,14891.7104,4991.9236,35029.9282,6137.9161
13176.2473,10107.7562,215.5105,84449.0993,100.9211,10771.9642,161.9153,21559.4400,239.1987,2687.7347,5778.5125,766.2588,4721.6534,342.8524,700.5529,3476.2385,9498.0000,134.6143,2791.8551,305.0200,2977.0019,3133.5172,359.1121,709.0673,1753.5156,592.6400,15547.8739,2327.3137,84132.9315,4487.8137,7847.6889,890.1543,2654.3151,969.9215,382.5807,2036.3719,5292.6979,2151.6898,2686.0877,47.1564,2400.1944,276.4625,13454.1045,1404.1584,1557.4230,7625.6750,15008.2724,3514.2019,6055.8100,4747.8464,1091.0500,12753.8145,2195.9595,12460.6103,65.5735,18361.8977,69.5809,206.9200,5004.2977,14966.9588,7078.2217,282.2547,45243.5441,4884.0308,5789.0824,8250.0018,3255.6854,17400.4296,4912.2918,5562.8169,7289.4915,130.1087,2493.5500,5602.4847,3655.2673,3100.9769,1228.8898,544.8222,1886.6798,7693.6984,2501.3183,61.5800,316.7100,9779.4866,9425.4509,2860.9993,169.2450,5314.2925,606.4843,2146.2880,14943.1740,4988.3624,35025.8799,6145.3479
13196.9397,10159.3099,215.5874,85681.6910,100.8096,10873.5341,161.3184,21756.3600,230.6323,2670.4630,5858.0019,760.3993,4680.1734,338.5740,701.1336,3479.2980,9548.0000,131.6473,2818.4881,304.8400,3003.4966,3147.1215,356.6612,714.5255,1774.1626,590.4400,14905.6946,2349.2211,83983.9757,4468.8929,7974.5569,891.4812,2667.5432,970.8376,380.1572,2045.6484,5268.0985,2136.3096,2678.4725,47.2645,2406.5083,275.4769,13504.4002,1400.4555,1551.5740,7606.7383,14793.2980,3498.0862,6065.2997,4790.5668,1108.6706,12919.8866,2176.1961,12412.8415,66.1605,18464.2913,69.5967,207.3200,5050.9964,15093.3820,7104.2031,282.6074,45782.0026,4913.8875,5541.2789,8251.0682,3230.9337,17573.8918,4963.3836,5564.2995,7328.2998,129.2955,2496.5429,5697.5092,3754.9234,3093.0335,1228.3776,544.9491,1853.8985,7816.3952,2491.0569,61.6800,318.8700,9720.3909,9523.0000,2854.2685,169.9311,5267.7304,604.4034,2153.4088,15244.9382,4928.7121,35503.5791,6191.4250
13167.9703,9953.0949,215.0103,84386.1444,101.7946,10816.3663,159.6627,21869.8800,231.5322,2675.5117,5946.6760,793.1591,4739.3044,336.6673,696.8059,3452.9861,9600.0000,136.4809,2765.0219,304.1900,2997.5582,3171.6092,361.6384,700.4335,1760.3160,587.8400,15162.5663,2335.8713,83266.2797,4422.4921,7989.0561,893.2505,2619.5441,965.3410,375.6562,2014.4058,5234.2060,2137.8476,2674.3188,47.5047,2390.7036,281.5970,13517.3139,1390.0114,1546.8949,7576.1482,14647.6322,3636.8783,6063.9440,4756.3905,1111.0386,12926.3738,2156.8554,12433.9851,65.3572,18332.6424,69.9746,207.2300,5049.2389,14742.4932,7070.3144,287.4272,45556.1974,4913.3077,5606.7998,8290.5214,3216.4197,17581.1469,4975.2756,5542.0601,7348.6279,128.1070,2494.8327,5674.1930,3705.4590,3119.9188,1221.9744,541.6799,1867.3623,7765.1039,2462.7494,61.6300,310.1000,9671.4259,9459.6851,2832.8523,172.5510,5308.0843,600.2417,2160.9484,15242.5989,5073.8314,35479.2893,6130.4843
13205.2167,10117.4225,215.5618,85588.9153,101.6831,10763.0837,160.1245,22127.1600,237.2963,2687.7347,5959.7016,799.2849,4770.1937,338.4207,698.0779,3465.2242,9520.5000,136.2648,2782.4435,302.0300,3014.1091,3108.1226,361.9023,697.4563,1761.5450,588.0800,15105.4837,2325.6022,82541.8129,4486.0117,7996.3057,891.8130,2625.9692,960.0734,376.0024,2022.8947,5256.6188,2105.5492,2672.2419,48.0691,2423.8115,281.0860,13668.2011,1409.8552,1525.9449,7538.2747,15166.8602,3634.2471,6134.4393,4783.0908,1105.6410,13006.8149,2181.0577,12509.9453,66.1605,18449.6637,69.5809,209.9900,5073.3415,14796.6745,7063.5366,289.0730,46007.8078,4933.8885,5312.7956,8260.6649,3287.5645,17740.7776,5059.8412,5582.0911,7394.8283,128.7482,2518.7762,5750.3006,3730.1912,3231.1263,1220.4377,541.1086,1859.1669,7771.1382,2489.1697,61.2100,322.6900,9776.1097,9213.4197,2820.0026,173.2059,5308.0843,605.3571,2154.2465,15352.5440,5035.5484,35701.9458,6117.1071
13132.7932,10431.5781,213.3942,86075.9878,102.4637,10700.9207,159.2348,22115.0400,237.8317,2736.3610,6015.6448,802.4809,4910.5195,337.3190,706.3324,3480.5218,10022.0000,137.2472,2825.8973,299.6000,2979.6280,3087.2627,366.0877,698.1510,1761.2992,591.3600,15059.1041,2324.2330,82284.5257,4449.9722,8024.5791,889.4908,2633.9060,960.0734,376.3487,2067.0019,5341.6234,2114.7773,2669.4727,47.8769,2423.4719,281.3537,13659.3654,1416.1216,1536.8984,7533.9047,15012.9713,3668.1229,6116.8155,4807.6550,1113.5459,13110.6099,2202.0893,12367.4220,65.0792,18391.1530,70.7933,209.3600,5076.6054,14817.3151,7109.8512,297.1845,45647.3880,4910.9888,5251.8948,8166.8301,3261.7761,17646.4504,5057.6390,5583.5737,7366.1841,128.4667,2512.3628,5793.4136,3720.7348,3313.0043,1217.8764,541.8703,1856.2400,7728.8983,2493.7697,60.5200,323.8500,9765.9790,9402.2600,2880.9878,174.9057,5248.0708,610.8194,2142.0993,15476.5246,5036.4387,35653.3662,6110.4185
13234.8759,10275.3058,214.0483,85380.1699,100.0847,10643.1979,159.5614,21755.6400,239.6430,2661.6944,5933.8174,790.2293,4653.6969,335.1007,698.0918,3459.7170,9874.5000,135.5574,2808.9734,291.1400,3022.8444,3166.1675,359.6023,691.6012,1782.3558,588.6400,15126.8897,2263.9878,82379.3157,4649.0902,8128.9733,897.8948,2638.0634,967.4023,374.6175,2070.1525,5312.1041,2111.7013,2667.0497,47.2045,2395.8786,279.3948,13772.1909,1400.8353,1587.0933,7571.7782,14794.4727,3614.1848,6115.4598,4775.6147,1112.9539,13154.7228,2177.7814,12326.7011,65.2491,18476.8293,69.5494,208.0900,5061.5413,14690.8919,7061.2774,293.0112,45334.7346,4935.0480,5099.2926,8205.2170,3266.0526,17573.8910,5099.0409,5539.0949,7340.7298,126.5119,2535.8788,5734.9031,3734.5557,3231.1263,1227.3531,552.1542,1830.4833,7890.8180,2548.6154,59.4100,320.2300,9673.9586,9310.6006,2863.8548,175.9661,5314.2925,607.4813,2125.7634,15188.7960,5015.0714,35511.6757,6094.8117
13204.5270,10201.1973,213.5738,85333.7821,99.0997,10572.7095,158.1085,21764.4000,239.5974,2661.1629,5926.6367,802.4809,4629.8680,334.9457,695.1743,3470.1194,9839.0000,136.0093,2756.5897,288.8400,3032.0393,3110.8435,366.6156,697.6298,1791.7780,587.4800,14987.7508,2233.8652,82785.5588,4563.0460,8081.8509,891.8130,2618.4103,963.0508,370.7555,2055.9751,5337.5235,2017.8821,2678.1264,47.3125,2393.4410,281.9012,13759.9568,1453.9102,1556.3596,7561.5815,14783.9002,3659.9006,6138.5063,4724.3501,1123.2268,13060.0099,2184.6510,12370.5544,65.5735,18393.2427,68.9038,209.9400,5070.3287,14871.4964,7062.4070,295.4799,46146.7648,4926.9317,5054.7720,8206.2833,3251.2794,17602.9147,5109.6116,5534.6470,7336.0678,131.8445,2505.9493,5730.5038,3703.2768,3186.5211,1217.1080,541.1720,1820.5319,7820.4181,2557.6974,59.2500,313.5800,9708.5718,9302.1341,2884.2512,174.7654,5283.2511,611.2095,2120.3181,15200.4923,5022.1939,35649.3179,6049.4778
13216.2527,10181.8647,212.8555,85973.2719,99.2484,10543.8481,158.6266,21624.0000,246.8766,2689.5947,5899.4166,818.9940,4699.5896,332.6623,703.0970,3419.3312,9892.5000,137.9546,2745.7100,287.8200,3026.9821,3099.0531,374.6093,697.3308,1793.0070,590.2400,15005.5891,2270.8339,82149.1113,4646.3873,8053.5775,884.2937,2565.8758,952.9737,367.5956,2068.8398,5281.4915,1997.8878,2678.4725,47.1564,2419.6556,284.4198,13745.0040,1459.3221,1549.4471,7619.8483,14875.5286,3727.9811,6093.7689,4746.2443,1108.5313,13124.8818,2196.5936,12431.6358,64.3840,18520.7123,70.2107,210.9100,4992.2464,14858.5961,7081.6106,298.2425,46884.9741,4893.8864,5077.3123,8166.8301,3232.1001,17657.3343,5038.2593,5516.8555,7320.2171,130.1400,2526.0448,5691.3502,3723.6445,3214.6285,1213.0100,540.7912,1814.6781,7913.9493,2576.9229,58.3600,303.2000,9680.7124,9303.6066,2954.4147,175.7634,5367.0630,607.0478,2125.7634,15284.7056,5163.7519,35475.2410,6049.4778
13312.1276,10375.1912,211.8423,85317.2150,99.8060,10623.2169,159.4488,21950.8800,247.5828,2702.6149,5982.9138,821.1247,4782.5495,337.7090,703.6224,3564.9649,9923.0000,139.6444,2779.7594,282.3200,3000.7764,3028.3109,373.1387,706.0001,1790.8768,584.0000,15123.3220,2261.8663,83855.3321,4664.8575,8025.3041,883.4090,2602.9145,953.8898,371.1066,2072.6029,5377.7025,2017.8821,2687.8184,47.4086,2513.8643,286.9992,13728.6919,1473.1843,1556.6786,7600.9116,15196.2283,3754.2924,6135.7949,4984.9450,1123.2964,13036.2350,2214.9831,12368.2051,64.1369,18579.2230,70.7146,214.6700,5038.4430,14961.7987,7164.0731,299.6532,46750.3595,4933.8885,5002.5512,8053.8017,3223.0288,17657.3343,5053.6749,5589.5042,7364.9720,130.6717,2516.2108,5905.5952,3722.1896,3229.9042,1217.6203,538.9502,1854.4839,7981.3321,2611.3636,58.7800,297.4300,9607.2649,9341.1538,2904.2397,175.3424,5344.2993,607.0478,2157.5975,15324.4729,5194.9124,35608.8349,6169.1296
13437.6616,10508.9087,214.2920,87199.2367,99.5643,10714.2414,160.9918,22363.3200,257.4137,2727.0609,5943.6701,827.5169,4704.0023,344.2824,708.6000,3612.6936,9880.5000,140.9216,2830.3298,274.6500,3032.0393,3031.0317,372.9879,712.5768,1808.2464,595.4800,15398.0320,2276.0073,84566.2574,4664.4070,8060.1021,886.6158,2653.1813,959.1573,369.3511,2102.4453,5560.8314,2016.3440,2731.7789,45.2111,2549.4098,287.9848,13661.4044,1500.3388,1559.2309,7637.3284,15109.2987,3788.1682,6248.3161,5149.4188,1129.5298,12908.4799,2263.3877,12442.5991,64.1060,18750.5756,70.4154,217.5000,5131.3383,14925.6778,7284.9429,300.0058,48126.9027,4862.5804,5080.2523,8227.6094,3263.9792,17758.9175,5074.3759,5632.5004,7409.7268,131.0626,2540.5820,5928.0316,3754.9234,3234.7925,1217.8764,543.1717,1770.7746,8044.6919,2704.3065,58.8300,308.7400,9558.3000,9381.6458,2978.6864,187.4435,5341.1951,618.3625,2132.4653,15602.8445,5184.2288,35584.5451,6212.2340
13395.5870,10578.1841,211.8423,86788.3728,100.8282,10770.2991,162.7600,21696.0000,254.2355,2723.6066,6000.4483,824.0544,4712.8279,347.1890,698.3960,3544.1601,9873.0000,140.1749,2872.6397,286.9100,3077.5544,3151.6563,363.7876,715.4666,1816.6035,590.2800,15530.0356,2288.0789,83923.0392,4675.6693,8229.0177,897.2313,2693.2436,968.0893,347.2322,2111.1967,5479.6533,2022.4961,2705.4719,44.1304,2568.5113,288.4958,13552.6569,1510.7829,1560.1880,7597.9983,15304.3029,3777.3148,6268.6513,5082.6681,1124.5849,12843.2988,2191.6263,12227.2480,66.8402,18652.3613,71.2027,176.2600,5221.2209,14474.1664,7230.7209,299.7119,47601.4714,4874.4651,5083.3324,8333.1736,3302.4673,17729.8937,5065.1265,5657.7050,7467.5352,132.0791,2718.4483,5975.9837,3742.5573,3217.0726,1231.4511,542.5051,1776.6284,8031.6177,2759.9778,59.3700,306.6500,9565.0538,9460.4213,3012.9523,185.3695,5417.7640,617.7556,2143.7748,15799.3421,5191.3512,35718.1389,6260.5407
13172.7986,10513.7419,207.8022,84429.2188,101.0326,10680.9397,162.6136,21807.2400,251.8091,2759.4785,6022.6585,827.2505,4713.7104,347.5057,695.3679,3482.9695,9897.5000,140.8626,2872.2367,286.2900,3064.6814,3181.5857,356.2087,711.9790,1799.6435,575.6400,15187.5399,2299.4606,85290.7241,4628.8180,8164.4963,896.6784,2693.2436,966.4862,348.6365,2107.6961,5429.6346,2008.6539,2658.7422,45.0670,2503.3545,289.1407,13399.0510,1512.8717,1543.5982,6945.4095,15453.4928,3816.1239,6264.5843,5158.4969,1128.5896,12775.5103,2144.8071,12332.1827,66.2686,18526.9813,71.7381,174.8900,5207.6632,14938.5781,7171.9805,300.0646,46759.0443,4840.2603,4973.0108,8198.8192,3265.9230,17642.8224,5033.4144,5694.7707,7513.2225,133.6585,2680.3952,5918.3531,3793.4764,3210.9623,1228.6337,535.0779,1819.3611,8058.7719,2725.7729,59.6100,297.1800,9505.9581,9421.7698,3030.0853,185.0420,5442.5971,609.9957,2178.5409,16056.6604,5219.8409,35677.6560,6088.1231
13098.9956,10499.2424,204.4675,80290.7590,102.1106,10580.4799,160.7440,21350.6400,256.5252,2679.7632,5862.5108,833.9090,4742.9880,338.3173,691.5794,3605.9626,9954.5000,142.0415,2815.6221,293.9000,3055.4865,3216.0498,353.5693,720.1500,1795.2192,552.1200,15044.8334,2325.6732,86550.0775,4586.4717,8165.2213,893.1399,2665.6535,957.3251,353.5519,2104.1956,5364.3095,2024.0341,2641.7811,45.2351,2457.6987,290.7346,13408.5664,1489.8948,1547.2139,6946.8661,15526.3257,3839.1463,6267.2956,5234.3257,1114.7299,12942.3742,2091.2239,12423.0218,66.4231,18614.7473,72.0530,171.0600,5149.9174,15080.4817,7321.0908,300.9515,45755.9482,4818.5200,4689.5068,8099.6528,3163.6766,17316.3050,5029.0100,5721.4580,7477.7915,135.4569,2652.6036,5855.4434,3775.2910,3135.8056,1227.0969,545.4887,1873.2161,8167.3888,2721.2909,59.8200,290.1700,9415.1261,9344.0986,3029.2694,185.1200,5481.9163,591.6581,2198.6467,16178.3018,5207.3767,35981.2784,6074.7459
13125.2060,10558.8514,204.3521,81072.7258,102.6124,10909.0558,166.9611,21329.2800,252.6293,2644.4227,5950.0159,822.4564,4743.8752,338.1207,695.1467,3594.9483,9893.5000,141.2556,2897.2197,304.5800,3080.7726,3245.0723,355.6431,719.1536,1791.9419,548.6000,15087.6454,2237.0334,85493.8456,4621.1597,8232.6425,902.5391,2731.7941,973.3569,352.4986,2151.7159,5459.9738,2096.3211,2694.0491,45.5233,2452.0642,288.8851,13424.8786,1515.8151,1541.2586,7006.5897,15567.4410,3780.6037,6321.5227,5276.5122,1135.5891,12950.1959,2092.5978,12336.8813,67.0101,18855.0589,72.0215,172.5800,5330.6867,15139.8232,7440.8309,298.9412,46064.2591,4856.4931,4724.3673,8200.9518,3173.1367,17298.1652,5065.1265,5920.1300,7541.1943,134.9565,2740.2541,5971.5845,3810.9344,3119.9188,1244.7696,559.2958,1871.4599,8114.0861,2766.2290,60.0000,298.1400,9449.9310,9321.2758,3057.2125,186.9601,5485.0204,592.7852,2163.0428,15818.0562,5100.5404,36122.9688,6057.6528
