1332.T,1605.T,1721.T,1801.T,1802.T,1803.T,1808.T,1812.T,1925.T,1928.T,1963.T,2002.T,2269.T,2282.T,2413.T,2432.T,2501.T,2502.T,2503.T,2531.T,2768.T,2801.T,2802.T,2871.T,2914.T,3086.T,3099.T,3101.T,3103.T,3382.T,3401.T,3402.T,3405.T,3407.T,3436.T,3659.T,3861.T,4004.T,4005.T,4021.T,4042.T,4043.T,4061.T,4063.T,4151.T,4183.T,4188.T,4208.T,4324.T,4452.T,4502.T,4503.T,4506.T,4507.T,4519.T,4523.T,4543.T,4568.T,4578.T,4631.T,4689.T,4704.T,4751.T,4755.T,4901.T,4902.T,4911.T,5019.T,5020.T,5101.T,5108.T,5201.T,5202.T,5214.T,5232.T,5233.T,5301.T,5332.T,5333.T,5401.T,5406.T,5411.T,5541.T,5631.T,5706.T,5707.T,5711.T,5713.T,5714.T,5801.T,5802.T,5803.T,6103.T,6113.T,6301.T,6302.T,6305.T,6326.T,6361.T,6367.T,6471.T,6472.T,6473.T,6479.T,6501.T,6503.T,6504.T,6506.T,6645.T,6674.T,6701.T,6702.T,6703.T,6724.T,6752.T,6753.T,6758.T,6762.T,6770.T,6841.T,6857.T,6861.T,6902.T,6952.T,6954.T,6971.T,6976.T,6981.T,6988.T,7003.T,7004.T,7011.T,7012.T,7013.T,7201.T,7202.T,7203.T,7205.T,7211.T,7261.T,7267.T,7269.T,7270.T,7272.T,7731.T,7733.T,7735.T,7751.T,7752.T,7762.T,7832.T,7911.T,7912.T,7951.T,7974.T,8001.T,8002.T,8015.T,8031.T,8035.T,8053.T,8058.T,8233.T,8252.T,8253.T,8267.T,8304.T,8306.T,8308.T,8309.T,8316.T,8331.T,8354.T,8355.T,8411.T,8591.T,8601.T,8604.T,8628.T,8630.T,8725.T,8750.T,8766.T,8795.T,8801.T,8802.T,8804.T,8830.T,9001.T,9005.T,9007.T,9008.T,9009.T,9020.T,9021.T,9022.T,9064.T,9101.T,9104.T,9107.T,9202.T,9301.T,9432.T,9433.T,9501.T,9502.T,9503.T,9531.T,9532.T,9602.T,9613.T,9735.T,9766.T,9983.T,9984.T
5.4808,11.2920,27.9845,52.6661,12.9612,11.1313,15.5588,10.5243,36.7235,18.6965,17.4155,19.6025,87.3008,24.6103,32.9386,22.7178,31.3765,50.9433,23.4721,11.2206,2.8922,39.2764,18.4242,29.1003,33.2064,16.9156,11.5955,18.2725,7.4625,41.1064,21.6020,9.4353,19.2901,12.5417,25.1994,28.7432,6.0968,37.1787,6.9805,40.1691,22.1287,30.6624,36.8663,105.0198,19.0044,32.3584,10.8546,29.0556,45.3464,66.3950,55.2012,12.7291,14.5323,55.8707,51.8627,56.8705,48.0244,24.1729,44.4002,37.2680,4.5793,56.6830,34.1883,10.2431,40.9010,9.7834,48.8456,33.6528,5.6237,22.4590,45.4803,41.7758,8.8640,38.9194,4.6953,41.1510,10.5957,55.7011,19.1473,24.2889,9.3996,23.5837,26.2170,32.1353,56.5938,51.5950,33.4742,38.8747,38.1160,53.0232,17.4825,9.3460,63.9135,13.3094,31.0641,40.7493,33.1618,18.9241,39.1425,115.3299,15.0946,4.9185,17.2191,19.7721,7.4465,16.5363,7.0698,44.1860,59.1824,5.1773,26.7794,7.4527,14.4341,24.2800,14.8893,31.5550,46.4265,81.8557,31.9121,18.4778,19.9506,579.4167,56.2813,14.6573,249.4500,70.5280,16.7460,135.3698,98.4589,14.5234,5.1952,37.0448,33.1172,30.9302,9.7120,15.8088,62.8780,12.2650,7.0073,13.4165,33.4207,53.9158,32.7512,31.4211,19.8792,41.1510,89.8002,38.3659,8.8908,7.2751,32.5816,9.3371,21.9145,36.8663,403.4761,17.3709,6.6574,37.6697,15.2196,185.3134,15.5633,25.1101,9.8816,17.7280,19.2722,16.2819,38.8747,7.0707,5.3193,37.1698,40.5886,7.6678,5.1952,9.8905,1.8201,17.2638,6.2307,5.9852,8.7747,40.4547,32.6262,20.4952,44.2753,16.4738,22.6375,17.8752,13.8896,32.9922,31.9121,15.9873,21.2896,44.2753,32.1353,96.9860,73.7058,185.4473,20.3122,23.3695,32.1353,25.8332,39.9906,26.7794,52.4787,28.6986,4.0169,12.6666,13.2469,23.5212,19.2544,33.8759,11.7919,75.1073,52.9339,388.3904,84.6675
5.3648,11.5469,27.2239,52.8491,12.9414,11.0406,15.1974,10.4277,36.7545,18.4972,17.4890,19.2921,86.4238,24.1240,33.6191,21.5304,30.6880,50.2288,23.4312,11.2537,2.8956,39.4369,18.3551,28.7339,33.1306,16.8673,11.4225,18.2263,7.3900,41.0091,21.5837,9.4418,19.3010,12.4928,24.6570,29.0004,6.0310,36.7279,7.0525,40.2808,22.0278,30.5103,37.1276,107.4746,18.8569,32.2424,10.7785,28.9560,45.2992,67.0606,54.8564,12.6616,14.6467,56.2954,52.1385,57.7076,47.9639,24.0752,43.8514,37.9714,4.5566,56.7572,33.8412,10.0857,40.8936,9.8148,48.4257,34.5962,5.7503,22.4808,45.4768,41.5243,8.6779,38.9040,4.6632,41.3022,10.3033,55.6914,18.8125,24.7813,9.2997,23.8531,26.0248,32.0647,55.4249,51.2503,33.1750,38.6820,37.5717,52.6714,16.8584,9.3885,64.7512,13.2700,32.6687,41.5243,34.3297,18.7947,38.6375,116.0459,15.0731,4.9385,17.2492,20.5889,7.4246,16.4987,7.0347,44.8551,60.8430,5.0895,26.5489,7.3118,14.3003,24.1862,14.6512,33.8856,45.7522,80.0286,31.1765,18.3329,19.5941,567.0394,55.8512,14.6201,252.4320,70.0805,16.7607,136.5193,98.3703,14.3625,5.1428,37.1542,33.0862,31.1765,9.6727,15.6593,62.6284,12.2041,7.0791,13.3233,33.5303,54.8209,32.7931,31.1765,20.1271,40.9025,88.9108,38.0691,9.0065,7.2479,32.0647,9.2641,21.8324,36.8167,402.2746,17.3070,6.6368,38.1046,15.0509,184.7053,15.6904,25.2077,9.7704,17.4802,19.1322,16.1656,38.8596,7.0898,5.3178,37.3141,40.5472,7.8163,5.3027,9.9125,1.8093,17.1870,6.1758,5.9058,8.7667,40.6005,32.6421,20.4468,45.5035,16.3610,22.3076,17.7777,13.8473,32.7575,31.7983,15.9435,21.3528,44.5886,31.6650,96.8603,72.9761,183.9503,20.3536,23.4490,32.3756,25.8650,40.0853,26.6910,51.1703,28.5563,3.9792,12.6305,13.1101,23.4756,19.2699,33.8412,11.8222,74.6104,54.3590,387.7966,84.4341
5.3302,11.6981,26.8285,52.9475,12.8599,10.9176,15.2457,10.3234,36.5045,18.4030,17.5871,19.5205,85.9398,24.0614,32.5933,21.1435,30.9969,50.1271,23.5115,11.3167,2.9001,39.5554,18.6336,28.7353,32.9037,17.1348,11.5562,18.0305,7.4499,40.5132,21.3475,9.3700,19.1037,12.3322,24.6822,27.8041,6.0220,36.9391,7.0153,39.9988,21.8530,30.1543,37.3382,105.9836,18.4030,31.8394,10.6826,28.5579,45.3202,66.9870,54.7124,12.7757,14.4829,55.1292,51.8832,57.3997,47.6261,24.2343,43.5553,37.8259,4.5675,56.6724,33.2585,10.0396,40.9212,9.7026,47.2625,34.8992,5.8180,23.1213,45.0009,41.5952,8.7980,38.6685,4.7626,41.8613,10.9354,54.8099,18.6247,24.7886,9.1882,23.8884,25.9150,31.7951,54.7212,51.0850,32.5933,38.9346,37.2938,52.0606,16.7490,9.2680,64.2110,13.0817,32.3538,40.9301,33.8349,18.5316,38.0920,115.1186,14.9353,4.9223,16.9662,20.4872,7.3568,16.3454,6.9976,43.9012,59.9539,5.0819,26.3496,7.2184,14.0484,24.0170,14.4475,35.4313,46.3401,78.7560,30.3317,18.2256,19.2899,554.2189,55.1381,14.6249,247.1325,69.5235,16.6026,134.6746,96.8043,14.3410,5.0198,37.0366,32.7263,30.8638,9.6760,15.3565,62.1534,12.2391,7.0419,13.2324,33.5866,54.1536,32.4691,30.9969,20.0704,38.9346,86.3833,38.0831,9.1971,7.5475,31.8394,9.1439,21.6047,36.0522,394.1348,17.0993,6.5834,37.7373,15.0062,183.5867,15.4674,25.3119,9.9243,17.4363,19.0061,16.1991,38.9789,7.1031,5.2992,37.0810,40.3713,7.7780,5.2327,9.8622,1.8039,16.9175,6.1329,5.9191,8.6472,39.7860,32.3450,20.4473,45.2226,16.4297,22.2920,17.6935,13.8000,32.6997,32.0168,15.7246,21.2411,44.5220,31.8394,95.7400,72.4236,181.8572,20.1546,23.2720,32.2385,25.7820,39.6086,26.5802,50.8455,28.1677,3.9644,12.5983,13.0107,22.9927,19.1214,33.3028,11.7247,74.4280,53.4796,391.4742,83.4211
5.3151,11.7634,26.9754,53.4176,13.1366,11.0746,15.5098,10.4080,37.2768,18.4873,17.9451,19.7316,86.5702,24.4956,32.4416,20.8160,31.1084,49.8712,23.4468,11.3412,2.9420,39.4188,18.8606,28.5753,33.5349,17.1896,11.6968,17.9984,7.4571,41.1164,21.6070,9.4392,19.0028,12.1634,23.7313,27.1532,6.1239,37.3745,7.0216,39.9521,21.6603,29.5974,37.8189,102.7022,18.4695,31.9528,10.7280,28.9753,46.0404,68.5007,54.6619,12.7011,14.3365,54.6175,52.4399,57.7283,47.3737,24.2823,42.8585,38.6633,4.4796,55.2841,33.4193,10.0258,41.2675,9.7325,47.8803,34.6192,5.7826,22.9936,45.0183,41.9963,8.7903,38.4411,4.7640,42.7963,10.9146,55.5507,18.5228,25.3445,9.4036,24.3712,25.9266,31.2862,54.7508,51.1955,33.1527,38.9388,37.6856,51.5511,16.7897,9.3059,62.8390,13.0566,33.1527,41.1964,33.5971,18.7139,37.7745,115.5011,14.7987,4.8885,17.0030,20.1405,7.4171,16.4875,7.1727,43.9517,59.0171,5.0396,26.5577,7.1976,14.0877,24.1935,14.3676,34.7525,46.0938,77.5044,29.5974,18.1495,18.9939,552.8408,54.6530,14.5321,243.0455,68.1274,16.3186,133.4995,92.8364,14.4343,5.0129,37.3034,32.3972,31.1528,9.6969,15.5320,62.1901,12.4967,7.1905,13.3366,33.4815,54.3242,32.3172,31.3750,19.8827,38.7966,85.0593,38.1300,9.2703,7.4660,32.5749,9.2525,21.8025,35.9080,382.3667,17.2341,6.6448,38.1300,15.1320,178.7844,15.8831,25.7755,9.9102,17.6696,19.1450,16.6563,39.1077,7.1336,5.3729,37.3123,40.8498,7.9726,5.3595,9.9458,1.8114,16.9852,6.1639,6.0253,8.6481,39.9165,32.4505,20.5715,45.3027,16.4963,22.7536,17.9229,14.0343,33.1171,32.5305,15.9275,21.6603,45.2405,32.3972,97.4137,73.4425,186.0727,20.2605,24.1668,33.2860,26.3355,40.2098,26.8421,51.7288,28.3086,4.0352,12.7633,13.2477,23.4069,19.3183,33.7748,11.7323,75.2912,53.0621,394.8990,82.9972
5.2063,11.3987,26.3778,52.9512,12.7225,10.9811,15.0236,10.2349,36.6838,18.2975,17.8577,19.4391,85.4681,23.8724,31.8062,20.8606,31.0511,50.0015,23.4638,11.2388,2.8519,38.8693,18.9016,27.9859,33.1034,16.9248,11.4343,17.9110,7.4540,40.9394,21.2871,9.3509,18.7017,11.9140,23.8191,27.4973,5.9970,35.5821,6.8943,38.6917,21.4736,29.4519,36.9148,101.1047,17.7955,31.0511,10.6657,28.2969,44.4221,68.1257,53.8662,12.4959,13.8686,53.5731,51.7962,56.0163,46.0213,23.9746,42.0944,38.0697,4.4422,54.2838,34.1606,9.8884,40.7617,9.5774,48.3490,34.2050,5.7260,22.3887,44.3510,41.1793,8.5824,37.6699,4.6554,42.3787,10.5813,53.9284,18.2486,24.9030,9.2487,23.7481,25.2584,31.0066,52.5958,48.6866,32.6058,37.3146,36.7371,50.0193,16.2230,8.8311,60.9471,12.8025,32.0728,39.6689,32.1616,18.5907,36.5150,113.5429,14.4105,4.7621,16.5250,19.4391,7.2914,16.1297,6.8943,42.7785,57.1268,4.9309,26.2890,7.0507,14.0196,23.6326,14.0818,34.5160,44.6620,76.9391,28.6523,18.0620,18.6751,546.8362,53.8485,14.2506,236.9031,66.3577,15.6988,129.7126,88.7554,14.4461,5.0375,37.2257,31.8507,30.6957,9.6307,15.3301,61.1071,12.3938,7.0542,13.0868,33.0767,54.4349,32.0639,30.8734,19.7056,37.8476,84.3132,37.8565,9.0355,7.2941,32.5614,9.1332,21.5625,34.8269,383.4516,16.8582,6.4536,36.6038,14.8370,178.0438,15.6277,25.3961,9.7107,17.2269,18.4885,16.4762,38.2030,6.9787,5.3147,36.8526,40.6196,7.7383,5.2063,9.7373,1.7875,16.5917,6.0761,5.8868,8.3158,39.4113,31.5042,20.4919,44.6265,16.4539,22.3843,17.5512,13.6465,32.2593,32.0728,15.8232,21.4736,44.7775,32.1172,97.0623,72.8523,184.0408,20.1143,23.7036,32.2505,25.7115,39.9799,26.2090,51.6629,27.9770,4.0069,12.5270,13.0734,23.1217,19.1770,33.2722,11.5497,74.4959,52.2404,375.5445,81.7811
5.2451,11.3050,26.9378,54.4099,13.2240,11.2115,15.4236,10.4723,37.8287,18.4067,17.5073,19.9651,86.9133,24.0347,32.8151,21.1050,31.6575,50.9102,24.4177,11.3896,2.8585,39.8056,19.2082,28.5407,33.2158,17.5162,11.7903,17.8903,7.5604,41.4441,21.5413,9.3369,18.8876,12.5917,25.0054,28.1400,6.0287,36.5998,6.9103,39.6275,21.5680,29.8319,37.6238,103.7439,18.2643,32.1472,10.7751,28.9859,44.9705,68.9251,54.5613,12.6363,13.9987,53.8489,52.3617,56.5471,46.5734,23.9323,43.3053,38.6925,4.5238,55.5675,34.7742,9.8846,41.1592,9.5818,50.0464,34.1954,5.8043,22.5743,44.5609,41.8092,8.7982,37.8910,4.7731,43.1895,10.8107,54.6770,18.2108,25.1523,9.3058,24.1906,25.1390,31.3013,52.8960,49.1559,32.6815,37.5259,36.9114,50.9369,16.2517,8.9674,61.8901,13.1795,32.2007,40.7851,33.3494,18.5715,37.8020,116.1219,14.5776,4.6752,16.6435,19.8048,7.5132,16.2428,7.0528,43.5457,58.7734,4.8978,26.6795,7.1846,14.2748,23.7231,14.1457,33.8837,45.5850,78.1864,28.6297,18.5225,19.0479,559.5045,54.4099,14.4974,240.4810,67.5181,15.6373,131.7503,89.9856,14.2926,5.0314,37.4190,32.0582,31.1232,9.6086,15.5972,61.7298,12.4225,7.1062,13.1661,33.4474,56.0751,32.4589,30.9451,20.1699,38.2917,86.2009,38.3452,9.0921,7.3289,32.5925,9.2434,21.9955,36.0209,396.0968,17.0799,6.5425,36.9560,14.8803,187.1842,15.7486,25.7356,9.9469,17.3916,18.4958,16.7949,38.6925,6.9406,5.3154,37.3211,40.7228,7.7385,5.1560,9.7332,1.7953,16.6257,6.1196,5.8907,8.3618,38.9418,31.8089,20.7443,44.7657,16.6925,22.4764,17.7166,13.6247,32.5836,32.6815,16.0469,21.7818,45.1486,32.9042,99.3359,73.9119,186.3828,20.7132,23.5539,32.1027,25.4952,40.6783,26.4213,51.5959,28.4962,4.0340,12.4582,13.0548,23.2333,19.4130,34.4626,11.8081,75.1854,52.7179,385.3217,83.1376
5.2122,11.3519,26.8558,54.9484,13.1452,11.2017,15.4421,10.4950,37.7660,18.6047,17.4828,20.0889,87.9882,24.1349,32.9072,21.4317,31.4054,50.5755,24.5059,11.4049,2.8534,40.5929,19.0199,28.6227,32.9072,17.3679,11.7583,18.2072,7.4825,41.3703,21.6967,9.2935,18.9581,12.6682,25.9017,28.3135,6.1839,36.9709,6.9348,40.4604,22.1737,30.3453,37.7218,105.2589,18.3397,31.7588,10.9676,28.7993,44.1708,68.6944,54.4272,12.6328,14.2230,54.6304,52.8282,57.7135,46.2910,24.1702,43.0223,37.9869,4.5054,57.1570,36.3084,9.9826,40.9021,9.6557,48.9147,34.8066,5.8032,22.9246,44.8775,41.5647,8.8342,37.7660,4.7881,43.0223,10.5215,54.7718,18.2514,24.9962,9.2494,24.1305,24.9123,31.4938,53.0049,49.1179,32.9514,37.7660,37.3243,50.3547,16.2593,8.9667,62.8108,13.1982,33.0397,41.4322,33.8348,18.4855,37.9869,115.8158,14.5499,4.7086,16.7672,20.0182,7.5143,16.5022,7.1557,44.1708,58.1287,4.9295,26.6350,7.2202,14.2407,23.9759,14.1081,32.7747,45.5754,78.6240,28.3576,18.7107,19.4793,566.4459,54.7453,14.5233,237.5946,69.0919,15.5569,131.0988,91.9635,14.4615,5.0708,36.7766,31.8913,31.1846,9.5895,15.6541,61.9893,12.3148,7.0850,13.0745,33.3313,57.5545,32.3772,31.1404,20.3451,38.1635,87.3698,38.4551,9.0108,7.3500,32.8189,9.1699,22.0854,35.9992,386.1409,17.0808,6.5594,38.0752,14.9562,190.9502,16.2328,25.8532,9.9738,17.4740,18.5076,16.7407,38.7378,6.9207,5.3349,37.1741,40.8845,7.7829,5.1856,9.7617,1.7863,16.7363,6.1327,5.8685,8.4366,38.4374,31.7146,20.7382,44.4888,16.7628,22.7082,17.7787,13.7459,33.3578,32.7747,16.0958,21.9087,45.3192,33.2164,100.5768,73.9949,188.2116,20.7647,23.9847,32.3330,25.4865,40.9021,26.8117,50.9642,28.0484,4.0195,12.4782,13.0878,23.1764,19.4926,34.2323,11.7494,75.2935,53.6233,394.6217,83.0852
5.2754,11.4183,26.9934,53.2823,12.1625,10.8942,15.6148,10.0312,37.8612,18.2877,17.6492,20.1592,89.3909,24.2456,33.2464,21.2160,31.6171,50.5785,25.2144,11.3874,2.8623,41.3048,19.2124,28.5787,32.8501,17.3674,12.0920,18.3626,7.4595,41.3576,21.9470,9.3927,18.9879,12.6116,25.1263,28.1824,6.2177,36.9894,6.9575,40.7323,22.2641,30.1639,37.7380,106.2123,18.7501,31.8813,11.0396,28.7989,43.6827,68.1045,54.4272,12.6468,14.2849,54.9380,52.2255,58.7690,46.1486,24.3293,43.5594,37.9581,4.4916,57.5096,36.5490,10.0180,41.6747,9.7758,48.5617,35.8885,5.9562,22.8365,45.1534,42.0974,8.8598,39.0150,4.8174,43.9909,10.6388,55.4840,18.6708,25.1748,9.3794,24.2104,25.2937,31.4850,53.2823,49.3191,32.8941,38.2135,37.4297,50.1118,16.3634,8.9303,62.9700,13.3866,33.6515,41.7011,34.4794,18.6312,37.7820,117.6614,14.6901,4.7382,16.8125,20.6964,7.5449,16.4338,7.1249,43.4625,57.5977,4.9407,26.7732,7.2658,14.2761,24.1840,14.1440,33.2464,44.6074,80.2317,28.8869,18.7149,19.3842,559.3319,55.1758,14.7341,238.3171,68.5360,15.6588,132.5452,90.8881,14.4699,5.1433,37.1919,32.3657,31.8813,9.6304,15.6676,62.0629,12.3914,7.1689,13.2149,33.3697,56.9988,32.6123,31.5731,20.5291,38.0022,86.4846,38.5218,9.0800,7.3891,32.8941,9.0800,21.8149,36.3729,390.8542,17.1604,6.6008,38.4425,14.9983,186.9724,16.2049,25.6680,10.0135,17.7549,18.5651,16.7641,39.1030,7.0007,5.4093,37.6323,41.6835,7.9791,5.3282,9.8462,1.7905,16.7421,6.1297,5.8434,8.4459,39.0854,32.2600,20.7008,44.7219,16.9270,22.4578,17.5964,14.0031,33.1143,32.8941,16.0992,21.7004,45.7963,33.1143,99.1227,74.0932,186.3119,20.8726,23.8141,32.1895,25.3553,41.1991,26.8173,50.6754,28.4906,4.0072,12.4046,13.0255,23.2328,19.5867,34.0390,11.8190,75.5023,55.4840,393.0560,83.5167
5.2576,11.8186,27.2128,53.8971,12.2149,11.0260,15.7552,10.2334,38.0714,18.1550,18.0802,20.1233,88.7717,24.1568,32.7170,21.2682,31.6601,50.7531,25.1300,11.4223,2.8886,40.6870,18.7407,28.2255,32.8138,17.2964,12.0916,18.5117,7.4329,40.8984,21.7790,9.5421,18.8552,12.8138,25.3281,27.9173,6.2440,36.0195,6.9837,40.1586,22.0520,30.0749,37.5606,104.9761,18.5822,31.7042,10.9027,28.5778,43.6373,67.2921,53.9411,12.6993,14.4254,54.3198,51.9596,59.1371,45.7069,24.3770,43.5756,37.9129,4.5178,57.0675,36.0195,9.9736,41.3299,9.7755,48.0847,37.3845,6.0766,23.2497,45.4250,42.1401,9.0357,38.5734,4.7380,43.5932,10.2862,55.8346,18.6702,25.2797,9.4848,24.2229,26.0679,30.9116,52.5761,50.6386,32.9371,38.4237,37.7808,49.7580,16.4774,8.8596,62.3516,13.2629,34.0380,41.5677,34.6544,18.5513,37.8248,119.0228,14.8305,4.7909,16.8384,20.6870,7.5112,16.4069,7.1422,42.6685,58.5647,4.9670,26.9486,7.1942,14.1964,24.2361,14.2449,33.2454,44.4211,79.2605,28.7099,18.6967,18.9432,557.8174,55.1477,14.6984,235.7998,67.5563,15.5262,132.4530,90.2688,14.5839,5.0903,37.5783,32.5849,32.1886,9.6918,15.7596,62.0081,12.3294,7.1511,13.3950,33.5184,56.2837,32.5937,31.4400,20.5020,37.5606,84.8087,38.6791,9.1326,7.3536,32.9371,9.1238,21.7878,36.2396,386.6149,17.2127,6.7327,38.4854,15.1784,186.7464,16.4377,25.7993,10.0044,17.9745,18.5558,16.7196,39.6743,7.1581,5.6240,38.5822,42.5100,8.1110,5.4337,10.1013,1.8159,16.8737,6.1876,5.9111,8.5073,39.7183,32.5232,20.8675,45.1873,17.2436,22.6024,17.7543,14.0996,33.2542,32.8050,16.3100,21.7790,45.7069,33.1573,98.6793,74.4960,184.3246,21.0128,24.4122,32.8050,25.7332,41.2154,26.7284,50.1983,28.1110,4.0247,12.4571,13.0956,23.2629,19.2603,33.9059,11.7834,74.7954,54.3374,390.4898,83.1706
5.2834,11.7115,26.9451,54.6828,12.1253,10.9278,15.4891,10.1705,38.0578,17.9634,18.2012,20.1912,87.7919,23.9512,33.0650,20.4202,31.7002,50.4473,24.8978,11.4737,2.9058,40.7699,18.7383,28.1339,32.7568,17.4175,12.0901,17.9898,7.3175,41.2454,21.3272,9.4264,18.7031,12.6184,24.0041,28.1779,6.1551,34.6500,6.8508,39.5372,21.8555,29.8510,37.4678,101.2204,18.6943,30.9517,10.6019,27.7817,43.2355,67.2396,54.6828,12.7241,14.5645,54.6035,51.6008,60.4417,46.1414,24.8230,43.7286,37.3358,4.5349,57.4125,36.7634,10.0384,41.1046,9.5981,48.2107,37.5559,6.0627,22.9298,44.6708,41.9147,8.8937,37.8641,4.6670,42.6631,9.9327,55.3872,18.4742,24.9947,9.4660,23.9997,25.5274,30.5554,52.8336,49.3114,32.8009,37.5119,37.8641,48.5189,16.4753,8.6999,61.0228,13.0323,34.1834,41.0341,34.0337,18.4389,37.3358,118.3033,14.5733,4.7286,16.5193,20.4202,7.3914,15.9954,6.9740,41.4744,57.6767,4.9223,26.9892,7.1413,14.0890,23.8280,14.4192,33.7695,44.3186,78.1057,28.3540,18.4125,18.6679,554.6649,55.0614,14.6173,232.8201,66.8345,15.1016,131.2475,88.4083,14.4588,5.0456,37.7232,32.2285,32.2285,9.7258,15.5859,62.3437,12.2926,7.0797,13.4153,33.7607,55.9244,32.6600,31.4800,20.3674,37.3798,83.5652,38.4541,9.0962,7.2998,32.4927,9.0434,21.6442,35.9269,386.8301,17.0565,6.7284,38.1283,15.2381,181.4394,16.2684,25.6859,10.0736,17.8225,18.5534,17.0521,39.9334,7.3087,5.7386,39.0088,43.1651,8.1980,5.5123,10.3378,1.8254,16.8935,6.3092,5.9200,8.5590,39.7133,32.7480,20.6800,45.4809,17.1049,22.4323,17.6905,14.0802,33.1003,33.1531,16.4929,21.7851,45.2608,33.1091,98.6228,74.8388,185.9303,20.7240,24.7437,32.8449,25.5539,41.0605,26.7250,50.1215,28.3628,4.0242,12.3499,12.6801,23.5990,19.5440,34.2978,11.7995,74.4426,55.5634,390.4404,82.4645
5.3227,11.7011,28.1660,54.8238,12.3398,11.0890,15.8350,10.3438,38.2525,18.1194,18.3367,20.3859,88.0020,24.6441,33.8435,20.5722,31.7144,50.7431,25.2207,11.5946,2.9275,40.7630,18.8867,28.0773,32.9475,17.6004,12.1269,18.1238,7.3453,41.9961,21.5037,9.5055,18.9932,12.8055,24.7594,28.4321,6.3340,35.5734,6.9550,39.7428,22.3731,30.4725,37.8799,102.0185,19.1972,31.2709,10.7873,28.1216,43.3357,67.7136,55.6577,12.8765,14.6640,55.1698,51.7189,60.6965,47.1059,25.2252,44.1873,37.8355,4.5154,57.6626,37.0815,9.6208,41.4639,9.5010,48.4366,38.3678,6.1894,23.0296,45.2785,41.6945,8.9244,38.2791,4.7461,43.0252,10.0510,55.7110,18.6206,25.1320,9.5010,24.2538,25.8328,30.8273,53.1383,50.3882,33.2225,38.1460,38.2791,48.2592,16.6822,8.7470,62.4530,13.2535,34.0298,41.0735,34.4201,18.5807,37.6581,117.7204,14.7794,4.7372,16.5447,20.6077,7.4598,15.9858,7.0792,41.7389,59.1707,4.9058,27.4563,7.2078,14.2027,23.7215,14.8681,34.1984,44.4978,77.8002,28.3434,18.4964,18.7004,561.1015,55.8884,14.3003,232.9126,66.7289,15.0278,131.2490,89.9093,14.3624,5.0477,37.7734,32.2023,32.1136,9.7539,15.7375,62.9498,12.5350,7.1058,13.4398,33.8967,56.6247,32.9209,31.5370,20.0222,37.4363,83.3003,38.5718,9.1107,7.3453,32.9120,9.0841,22.1247,35.9282,381.5490,17.1923,6.7785,38.4565,15.4004,183.4114,16.4117,25.7397,10.0688,17.7778,18.4077,17.1347,39.5211,7.1821,5.6527,39.3082,42.7679,8.2147,5.5267,10.2817,1.7982,16.9129,6.2143,5.9171,8.5075,38.2791,32.7080,20.5101,45.0655,16.8907,22.9142,17.8754,14.0608,33.1693,33.6661,16.5447,21.9384,45.6865,33.0895,100.2886,75.2098,187.6696,20.8561,24.6619,32.7346,25.5756,40.9937,26.7466,50.1753,27.7668,4.0098,12.3975,12.6680,23.7747,19.6585,35.1298,11.9495,75.2808,56.5094,390.7751,81.1712
5.4821,11.6093,29.1012,54.6427,12.2457,10.9641,15.5830,10.2878,38.2232,18.0392,18.1905,20.3175,89.2616,24.9007,34.6189,20.6022,31.7711,50.8159,25.3857,11.5960,2.8745,40.5815,18.8046,28.3893,33.0971,17.6921,12.2279,18.0570,7.2976,42.1567,21.3676,9.3934,18.7957,12.8508,25.3546,28.4783,6.3809,39.7806,6.9060,39.6026,21.4833,30.3027,37.7782,101.4093,19.2139,30.7921,10.7372,28.1223,42.8954,68.0631,55.3635,12.7396,14.5595,54.9097,52.2398,61.3618,46.9891,25.3635,44.4884,37.6002,4.5120,57.1345,37.4222,9.1219,41.2490,9.4156,48.0482,38.5792,6.1006,23.0140,45.3161,41.7385,8.8194,37.9562,4.6989,42.5394,11.6227,55.3546,18.5999,24.9096,9.2910,23.8862,25.7817,30.6586,53.6637,49.4810,33.0615,38.2499,38.1787,48.0571,16.3350,8.6948,62.2072,13.0822,33.8535,40.8040,34.3964,18.6132,37.6892,117.6064,14.7286,4.7167,16.4996,20.2107,7.3269,16.0457,7.1018,42.7174,58.2915,4.8591,27.8998,7.1819,14.2124,23.2988,14.8487,34.8414,44.5507,76.8913,28.3003,18.6355,18.9292,563.5138,56.6362,14.2480,232.8989,66.0518,15.0490,129.6206,90.0625,14.3993,5.0282,37.3688,31.7266,32.5720,9.7583,15.7520,61.9936,12.5838,7.0662,13.3536,33.6578,56.2446,32.6788,31.3706,20.0149,37.5557,85.2568,38.3745,9.0063,7.3065,33.0615,9.0419,22.0084,35.9983,382.9438,17.0291,6.7627,38.0007,15.3026,186.4882,16.0858,25.7016,10.1276,17.9057,18.0214,17.1849,38.8906,7.1062,5.5586,38.8283,42.6462,8.1252,5.5088,10.1899,1.7870,16.6909,6.1762,5.8452,8.4545,38.0719,32.9458,20.3442,44.4884,16.8022,22.6447,17.5141,13.7942,32.9725,33.3285,16.3216,21.8660,45.3872,32.7945,99.2290,74.1503,185.8652,20.6289,24.1620,32.0826,25.3635,41.2490,26.3780,47.6210,26.0042,3.9603,12.2768,12.4948,22.7826,19.4854,34.7079,11.6939,75.3606,56.9565,396.9159,79.4811
